ORDEM,MUNICIPIO,NOME_PREFEITO,TELEFONE_WHATSAPP,VALOR_POTENCIAL,LINK_LANDING_PAGE,MENSAGEM_WHATSAPP
601,Taquaritinga,,,R$ 10.514.889,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Taquaritinga,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 10.514.889* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
602,Taquarituba,,,R$ 6.898.763,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Taquarituba,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 6.898.763* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
603,Taquarivaí,,,R$ 4.289.205,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Taquarivaí,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 4.289.205* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
604,Tarabai,,,R$ 4.162.697,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Tarabai,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 4.162.697* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
605,Tarumã,,,R$ 3.448.447,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Tarumã,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 3.448.447* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
606,Tatuí,,,R$ 47.922.511,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Tatuí,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 47.922.511* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
607,Taubaté,,,R$ 109.967.716,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Taubaté,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 109.967.716* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
608,Tejupá,,,R$ 2.153.454,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Tejupá,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 2.153.454* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
609,Teodoro Sampaio,,,R$ 8.615.741,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Teodoro Sampaio,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 8.615.741* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
610,Terra Roxa,,,R$ 2.979.629,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Terra Roxa,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 2.979.629* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
611,Tietê,,,R$ 14.212.328,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Tietê,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 14.212.328* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
612,Timburi,,,R$ 1.269.153,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Timburi,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 1.269.153* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
613,Torre de Pedra,,,R$ 1.935.505,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Torre de Pedra,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 1.935.505* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
614,Torrinha,,,R$ 2.129.577,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Torrinha,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 2.129.577* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
615,Trabiju,,,R$ 1.789.331,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Trabiju,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 1.789.331* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
616,Tremembé,,,R$ 18.614.239,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Tremembé,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 18.614.239* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
617,Três Fronteiras,,,R$ 3.202.144,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Três Fronteiras,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 3.202.144* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
618,Tuiuti,,,R$ 3.345.836,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Tuiuti,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 3.345.836* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
619,Tupã,,,R$ 7.140.763,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Tupã,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 7.140.763* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
620,Tupi Paulista,,,R$ 5.687.836,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Tupi Paulista,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 5.687.836* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
621,Turiúba,,,R$ 1.024.383,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Turiúba,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 1.024.383* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
622,Turmalina,,,R$ 1.135.210,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Turmalina,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 1.135.210* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
623,Ubarana,,,R$ 4.095.061,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Ubarana,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 4.095.061* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
624,Ubatuba,,,R$ 43.184.831,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Ubatuba,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 43.184.831* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
625,Ubirajara,,,R$ 2.960.780,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Ubirajara,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 2.960.780* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
626,Uchoa,,,R$ 5.079.435,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Uchoa,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 5.079.435* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
627,União Paulista,,,R$ 892.322,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de União Paulista,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 892.322* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
628,Urânia,,,R$ 1.558.827,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Urânia,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 1.558.827* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
629,Uru,,,R$ 1.156.312,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Uru,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 1.156.312* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
630,Urupês,,,R$ 6.162.046,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Urupês,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 6.162.046* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
631,Valentim Gentil,,,R$ 5.085.248,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Valentim Gentil,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 5.085.248* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
632,Valinhos,,,R$ 40.918.408,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Valinhos,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 40.918.408* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
633,Valparaíso,,,R$ 8.084.357,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Valparaíso,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 8.084.357* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
634,Vargem,,,R$ 6.474.400,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Vargem,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 6.474.400* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
